split,image_path,original_class,disease_label
train,data/raw/train/cauliflower alternaria leaf spot/cauliflower_alternaria_leaf_spot_google_0061.jpg,cauliflower alternaria leaf spot,alternaria leaf spot
train,data/raw/train/cauliflower alternaria leaf spot/cauliflower_alternaria_leaf_spot_google_0091.jpg,cauliflower alternaria leaf spot,alternaria leaf spot
train,data/raw/train/cauliflower alternaria leaf spot/cauliflower_alternaria_leaf_spot_google_0095.jpg,cauliflower alternaria leaf spot,alternaria leaf spot
train,data/raw/train/cauliflower alternaria leaf spot/cauliflower_alternaria_leaf_spot_google_0097.jpg,cauliflower alternaria leaf spot,alternaria leaf spot
train,data/raw/train/cauliflower alternaria leaf spot/cauliflower_alternaria_leaf_spot_google_0118.jpg,cauliflower alternaria leaf spot,alternaria leaf spot
train,data/raw/train/cauliflower alternaria leaf spot/cauliflower_alternaria_leaf_spot_google_0160.jpg,cauliflower alternaria leaf spot,alternaria leaf spot
train,data/raw/train/cauliflower alternaria leaf spot/cauliflower_alternaria_leaf_spot_google_0167.jpg,cauliflower alternaria leaf spot,alternaria leaf spot
train,data/raw/train/cauliflower alternaria leaf spot/cauliflower_alternaria_leaf_spot_google_0206.jpg,cauliflower alternaria leaf spot,alternaria leaf spot
train,data/raw/train/cauliflower alternaria leaf spot/cauliflower_alternaria_leaf_spot_google_0234.jpg,cauliflower alternaria leaf spot,alternaria leaf spot
train,data/raw/train/cauliflower alternaria leaf spot/cauliflower_alternaria_leaf_spot_google_0259.jpg,cauliflower alternaria leaf spot,alternaria leaf spot
train,data/raw/train/cauliflower alternaria leaf spot/cauliflower_alternaria_leaf_spot_google_0274.jpg,cauliflower alternaria leaf spot,alternaria leaf spot
train,data/raw/train/cauliflower alternaria leaf spot/cauliflower_alternaria_leaf_spot_google_0288.jpg,cauliflower alternaria leaf spot,alternaria leaf spot
train,data/raw/train/celery anthracnose/celery_anthracnose_2.jpg,celery anthracnose,anthracnose
train,data/raw/train/celery anthracnose/celery_anthracnose_google_0001.jpg,celery anthracnose,anthracnose
train,data/raw/train/celery anthracnose/celery_anthracnose_google_0002.jpg,celery anthracnose,anthracnose
train,data/raw/train/celery anthracnose/celery_anthracnose_google_0005.jpg,celery anthracnose,anthracnose
train,data/raw/train/celery anthracnose/celery_anthracnose_google_0006.jpg,celery anthracnose,anthracnose
train,data/raw/train/celery anthracnose/celery_anthracnose_google_0007.jpg,celery anthracnose,anthracnose
train,data/raw/train/celery anthracnose/celery_anthracnose_google_0010.jpg,celery anthracnose,anthracnose
train,data/raw/train/celery anthracnose/celery_anthracnose_google_0011.jpg,celery anthracnose,anthracnose
train,data/raw/train/celery anthracnose/celery_anthracnose_google_0012.jpg,celery anthracnose,anthracnose
train,data/raw/train/celery anthracnose/celery_anthracnose_google_0013.jpg,celery anthracnose,anthracnose
train,data/raw/train/celery anthracnose/celery_anthracnose_google_0014.jpg,celery anthracnose,anthracnose
train,data/raw/train/celery anthracnose/celery_anthracnose_google_0015.jpg,celery anthracnose,anthracnose
train,data/raw/train/celery anthracnose/celery_anthracnose_google_0016.jpg,celery anthracnose,anthracnose
train,data/raw/train/celery anthracnose/celery_anthracnose_google_0024.jpg,celery anthracnose,anthracnose
train,data/raw/train/celery anthracnose/celery_anthracnose_google_0035.jpg,celery anthracnose,anthracnose
train,data/raw/train/celery anthracnose/celery_anthracnose_google_0038.jpg,celery anthracnose,anthracnose
train,data/raw/train/celery anthracnose/celery_anthracnose_google_0045.jpg,celery anthracnose,anthracnose
train,data/raw/train/celery anthracnose/celery_anthracnose_google_0051.jpg,celery anthracnose,anthracnose
train,data/raw/train/celery anthracnose/celery_anthracnose_google_0056.jpg,celery anthracnose,anthracnose
train,data/raw/train/celery anthracnose/celery_anthracnose_google_0087.jpg,celery anthracnose,anthracnose
train,data/raw/train/celery anthracnose/celery_anthracnose_google_0090.jpg,celery anthracnose,anthracnose
train,data/raw/train/celery anthracnose/celery_anthracnose_google_0104.jpg,celery anthracnose,anthracnose
train,data/raw/train/celery early blight/celery_early_blight_10.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_13.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_14.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_16.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_17.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_18.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_19.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_24.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_25.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_27.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_3.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_35.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_4.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_41.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_47.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_52.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_58.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_8.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_9.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_google_0001.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_google_0003.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_google_0004.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_google_0007.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_google_0009.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_google_0010.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_google_0011.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_google_0022.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_google_0047.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_google_0071.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_google_0109.jpg,celery early blight,early blight
train,data/raw/train/celery early blight/celery_early_blight_google_0163.jpg,celery early blight,early blight
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_1.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_12.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_15.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_16.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_18.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_2.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_21.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_23.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_24.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_32.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_33.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_38.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_44.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_45.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_46.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_48.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_49.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_55.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_61.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_62.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_7.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_70.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0000.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0002.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0003.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0005.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0007.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0009.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0011.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0012.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0013.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0015.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0022.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0024.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0025.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0034.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0042.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0050.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0051.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0053.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0060.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0061.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0064.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0065.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0070.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0071.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0077.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0079.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0080.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0082.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0085.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0088.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0089.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0090.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0093.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0099.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0103.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0114.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0121.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0122.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0125.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0143.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0148.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0149.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0154.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0159.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0170.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0180.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0181.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0199.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0204.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0215.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0216.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0227.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0236.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0260.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0342.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry leaf spot/cherry_leaf_spot_google_0345.jpg,cherry leaf spot,leaf spot
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_10.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_107.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_12.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_14.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_17.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_18.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_2.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_20.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_21.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_22.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_24.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_25.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_28.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_32.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_38.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_44.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_45.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_46.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_51.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_53.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_65.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_67.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_68.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_76.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_86.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_google_0013.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_google_0018.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_google_0024.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_google_0038.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_google_0055.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/cherry powdery mildew/cherry_powdery_mildew_google_0062.jpg,cherry powdery mildew,powdery mildew
train,data/raw/train/citrus canker/citrus_canker_10.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_101.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_102.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_103.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_105.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_106.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_107.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_11.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_110.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_112.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_114.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_115.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_117.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_118.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_119.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_126.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_127.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_128.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_13.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_130.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_132.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_139.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_14.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_140.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_141.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_142.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_143.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_144.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_146.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_149.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_15.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_150.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_153.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_155.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_156.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_158.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_159.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_162.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_163.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_167.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_169.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_170.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_171.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_172.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_174.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_176.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_177.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_179.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_18.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_180.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_181.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_183.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_184.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_186.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_188.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_189.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_19.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_190.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_195.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_196.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_197.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_20.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_200.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_201.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_208.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_21.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_210.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_216.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_22.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_220.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_224.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_225.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_226.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_228.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_23.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_231.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_232.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_236.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_237.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_238.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_239.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_24.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_241.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_246.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_247.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_250.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_251.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_252.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_255.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_256.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_257.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_258.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_259.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_26.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_260.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_262.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_266.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_268.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_269.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_27.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_271.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_273.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_274.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_275.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_277.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_279.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_281.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_282.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_283.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_284.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_285.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_286.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_287.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_288.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_29.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_290.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_293.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_295.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_296.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_298.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_299.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_3.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_30.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_301.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_303.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_304.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_305.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_306.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_308.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_309.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_31.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_311.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_313.jpg,citrus canker,canker
train,data/raw/train/citrus canker/citrus_canker_314.jpg,citrus canker,canker
